class,kind,type,qualifier,severity,line,procedure,procedure_id,file,trace,key,qualifier_tags,hash,bug_id,always_report,advice
PROVER,ERROR,RESOURCE_LEAK," resource of type `java.io.FileOutputStream` acquired to `fos` by call to `FileOutputStream(...)` at line 17 is not released after line 20",HIGH,20,"void MainActivity.foo()","com.example.chris.helloworld.MainActivity.foo():void.de1c441d977eee3e4ce202a5762fb206",app/src/main/java/com/example/chris/helloworld/MainActivity.java,"{""trace"":[{""level"":0,""filename"":""app/src/main/java/com/example/chris/helloworld/MainActivity.java"",""line_number"":16,""description"":""start of procedure foo()"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_start""},{""tag"":""name"",""value"":""void MainActivity.foo()""},{""tag"":""name_id"",""value"":""com.example.chris.helloworld.MainActivity.foo():void.de1c441d977eee3e4ce202a5762fb206""}]},{""level"":0,""filename"":""app/src/main/java/com/example/chris/helloworld/MainActivity.java"",""line_number"":17,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""app/src/main/java/com/example/chris/helloworld/MainActivity.java"",""line_number"":18,""description"":""exception java.io.IOException"",""node_tags"":[{""tag"":""name"",""value"":""java.io.IOException""},{""tag"":""kind"",""value"":""exception""}]},{""level"":0,""filename"":""app/src/main/java/com/example/chris/helloworld/MainActivity.java"",""line_number"":20,""description"":"""",""node_tags"":[]}]}","485969742","<qualifier_tags><line>20</line><call_procedure>FileOutputStream(...)</call_procedure><call_line>17</call_line><value>fos</value></qualifier_tags>","399118527","1","false",""
