1526992459.758562___1,RESOURCE_LEAK,app/src/main/java/com/example/chris/inferapptest/MainActivity.java,27,   resource of type `java.io.FileOutputStream` acquired to `fos` by call to `FileOutputStream(...)` at line 24 is not released after line 27
1526992459.758562___2,RESOURCE_LEAK,app/src/main/java/com/example/chris/inferapptest/MainActivity.java,19,   resource of type `java.io.FileOutputStream` acquired to `fos2` by call to `FileOutputStream(...)` at line 16 is not released after line 19
1526992941.651978___1,RESOURCE_LEAK,app/src/main/java/com/example/chris/inferapptest/MainActivity.java,27,   resource of type `java.io.FileOutputStream` acquired to `fos` by call to `FileOutputStream(...)` at line 24 is not released after line 27
1526992941.651978___2,RESOURCE_LEAK,app/src/main/java/com/example/chris/inferapptest/MainActivity.java,19,   resource of type `java.io.FileOutputStream` acquired to `fos2` by call to `FileOutputStream(...)` at line 16 is not released after line 19
1526993238.9993558___1,RESOURCE_LEAK,app/src/main/java/com/example/chris/inferapptest/MainActivity.java,19,   resource of type `java.io.FileOutputStream` acquired to `fos` by call to `FileOutputStream(...)` at line 16 is not released after line 19
1526993422.349952___1,RESOURCE_LEAK,app/src/main/java/com/example/chris/inferapptest/MainActivity.java,19,   resource of type `java.io.FileOutputStream` acquired to `fos` by call to `FileOutputStream(...)` at line 16 is not released after line 19
1526993796.381401___1,RESOURCE_LEAK,app/src/main/java/com/example/chris/inferapptest/MainActivity.java,19,   resource of type `java.io.FileOutputStream` acquired to `fos` by call to `FileOutputStream(...)` at line 16 is not released after line 19
1526994181.139434___1,RESOURCE_LEAK,app/src/main/java/com/example/chris/inferapptest/MainActivity.java,19,   resource of type `java.io.FileOutputStream` acquired to `fos` by call to `FileOutputStream(...)` at line 16 is not released after line 19
1526994375.5575318___1,RESOURCE_LEAK,app/src/main/java/com/example/chris/inferapptest/MainActivity.java,19,   resource of type `java.io.FileOutputStream` acquired to `fos` by call to `FileOutputStream(...)` at line 16 is not released after line 19
1526994505.416063___1,RESOURCE_LEAK,app/src/main/java/com/example/chris/inferapptest/MainActivity.java,19,   resource of type `java.io.FileOutputStream` acquired to `fos` by call to `FileOutputStream(...)` at line 16 is not released after line 19
