class,kind,type,qualifier,severity,line,procedure,procedure_id,file,trace,key,qualifier_tags,hash,bug_id,always_report,advice
,ERROR,CONTEXT_LEAK,"Context android.content.Context may leak during method `com.marcuscalidus.budgetenvelopes.BudgetEnvelopes.getAppContext`:
```Static field com.marcuscalidus.budgetenvelopes.BudgetEnvelopes.context |->
Leaked android.content.Context```",HIGH,103,"Context BudgetEnvelopes.getAppContext()","com.marcuscalidus.budgetenvelopes.BudgetEnvelopes.getAppContext():android.content.Context.0cf9caf6c849d3368dc3f41e9ad22927",budgetEnvelopes/src/main/java/com/marcuscalidus/budgetenvelopes/BudgetEnvelopes.java,"{""trace"":[{""level"":0,""filename"":""budgetEnvelopes/src/main/java/com/marcuscalidus/budgetenvelopes/BudgetEnvelopes.java"",""line_number"":102,""description"":""start of procedure getAppContext()"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_start""},{""tag"":""name"",""value"":""Context BudgetEnvelopes.getAppContext()""},{""tag"":""name_id"",""value"":""com.marcuscalidus.budgetenvelopes.BudgetEnvelopes.getAppContext():android.content.Context.0cf9caf6c849d3368dc3f41e9ad22927""}]},{""level"":0,""filename"":""budgetEnvelopes/src/main/java/com/marcuscalidus/budgetenvelopes/BudgetEnvelopes.java"",""line_number"":103,""description"":""return from a call to Context BudgetEnvelopes.getAppContext()"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_end""},{""tag"":""name"",""value"":""Context BudgetEnvelopes.getAppContext()""},{""tag"":""name_id"",""value"":""com.marcuscalidus.budgetenvelopes.BudgetEnvelopes.getAppContext():android.content.Context.0cf9caf6c849d3368dc3f41e9ad22927""}]}]}","105110949","<qualifier_tags></qualifier_tags>","489911718","1","false",""
,ERROR,CONTEXT_LEAK,"Context com.marcuscalidus.budgetenvelopes.MainActivity may leak during method `com.marcuscalidus.budgetenvelopes.BudgetEnvelopes.setOnTransactionUpdateListener`:
```Static field com.marcuscalidus.budgetenvelopes.BudgetEnvelopes.onTransactionUpdateListener |->
Leaked com.marcuscalidus.budgetenvelopes.MainActivity```",HIGH,131,"void BudgetEnvelopes.setOnTransactionUpdateListener(MainActivity)","com.marcuscalidus.budgetenvelopes.BudgetEnvelopes.setOnTransactionUpdateListener(com.marcuscalidus.b.9c0a9e731ff32b67ac782b9db605ac74",budgetEnvelopes/src/main/java/com/marcuscalidus/budgetenvelopes/BudgetEnvelopes.java,"{""trace"":[{""level"":0,""filename"":""budgetEnvelopes/src/main/java/com/marcuscalidus/budgetenvelopes/BudgetEnvelopes.java"",""line_number"":128,""description"":""start of procedure setOnTransactionUpdateListener(...)"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_start""},{""tag"":""name"",""value"":""void BudgetEnvelopes.setOnTransactionUpdateListener(MainActivity)""},{""tag"":""name_id"",""value"":""com.marcuscalidus.budgetenvelopes.BudgetEnvelopes.setOnTransactionUpdateListener(com.marcuscalidus.b.9c0a9e731ff32b67ac782b9db605ac74""}]},{""level"":0,""filename"":""budgetEnvelopes/src/main/java/com/marcuscalidus/budgetenvelopes/BudgetEnvelopes.java"",""line_number"":130,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""budgetEnvelopes/src/main/java/com/marcuscalidus/budgetenvelopes/BudgetEnvelopes.java"",""line_number"":131,""description"":""return from a call to void BudgetEnvelopes.setOnTransactionUpdateListener(MainActivity)"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_end""},{""tag"":""name"",""value"":""void BudgetEnvelopes.setOnTransactionUpdateListener(MainActivity)""},{""tag"":""name_id"",""value"":""com.marcuscalidus.budgetenvelopes.BudgetEnvelopes.setOnTransactionUpdateListener(com.marcuscalidus.b.9c0a9e731ff32b67ac782b9db605ac74""}]}]}","493786131","<qualifier_tags></qualifier_tags>","235947461","2","false",""
,ERROR,CONTEXT_LEAK,"Context com.marcuscalidus.budgetenvelopes.MainActivity may leak during method `com.marcuscalidus.budgetenvelopes.MainActivity.onResume`:
```Static field com.marcuscalidus.budgetenvelopes.BudgetEnvelopes.onTransactionUpdateListener |->
Leaked com.marcuscalidus.budgetenvelopes.MainActivity```",HIGH,210,"void MainActivity.onResume()","com.marcuscalidus.budgetenvelopes.MainActivity.onResume():void.345e78ce1dddf64260233600684f5681",budgetEnvelopes/src/main/java/com/marcuscalidus/budgetenvelopes/MainActivity.java,"{""trace"":[{""level"":0,""filename"":""budgetEnvelopes/src/main/java/com/marcuscalidus/budgetenvelopes/MainActivity.java"",""line_number"":205,""description"":""start of procedure onResume()"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_start""},{""tag"":""name"",""value"":""void MainActivity.onResume()""},{""tag"":""name_id"",""value"":""com.marcuscalidus.budgetenvelopes.MainActivity.onResume():void.345e78ce1dddf64260233600684f5681""}]},{""level"":0,""filename"":""budgetEnvelopes/src/main/java/com/marcuscalidus/budgetenvelopes/MainActivity.java"",""line_number"":206,""description"":"""",""node_tags"":[]},{""level"":1,""filename"":""budgetEnvelopes/src/main/java/com/marcuscalidus/budgetenvelopes/BudgetEnvelopes.java"",""line_number"":110,""description"":""start of procedure setFragmentManager(...)"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_start""},{""tag"":""name"",""value"":""void BudgetEnvelopes.setFragmentManager(FragmentManager)""},{""tag"":""name_id"",""value"":""com.marcuscalidus.budgetenvelopes.BudgetEnvelopes.setFragmentManager(android.app.FragmentManager):vo.70e1ed94e687aa3a508127218b6b947c""}]},{""level"":1,""filename"":""budgetEnvelopes/src/main/java/com/marcuscalidus/budgetenvelopes/BudgetEnvelopes.java"",""line_number"":111,""description"":"""",""node_tags"":[]},{""level"":1,""filename"":""budgetEnvelopes/src/main/java/com/marcuscalidus/budgetenvelopes/BudgetEnvelopes.java"",""line_number"":112,""description"":""return from a call to void BudgetEnvelopes.setFragmentManager(FragmentManager)"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_end""},{""tag"":""name"",""value"":""void BudgetEnvelopes.setFragmentManager(FragmentManager)""},{""tag"":""name_id"",""value"":""com.marcuscalidus.budgetenvelopes.BudgetEnvelopes.setFragmentManager(android.app.FragmentManager):vo.70e1ed94e687aa3a508127218b6b947c""}]},{""level"":0,""filename"":""budgetEnvelopes/src/main/java/com/marcuscalidus/budgetenvelopes/MainActivity.java"",""line_number"":207,""description"":"""",""node_tags"":[]},{""level"":1,""filename"":""budgetEnvelopes/src/main/java/com/marcuscalidus/budgetenvelopes/BudgetEnvelopes.java"",""line_number"":128,""description"":""start of procedure setOnTransactionUpdateListener(...)"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_start""},{""tag"":""name"",""value"":""void BudgetEnvelopes.setOnTransactionUpdateListener(MainActivity)""},{""tag"":""name_id"",""value"":""com.marcuscalidus.budgetenvelopes.BudgetEnvelopes.setOnTransactionUpdateListener(com.marcuscalidus.b.9c0a9e731ff32b67ac782b9db605ac74""}]},{""level"":1,""filename"":""budgetEnvelopes/src/main/java/com/marcuscalidus/budgetenvelopes/BudgetEnvelopes.java"",""line_number"":130,""description"":"""",""node_tags"":[]},{""level"":1,""filename"":""budgetEnvelopes/src/main/java/com/marcuscalidus/budgetenvelopes/BudgetEnvelopes.java"",""line_number"":131,""description"":""return from a call to void BudgetEnvelopes.setOnTransactionUpdateListener(MainActivity)"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_end""},{""tag"":""name"",""value"":""void BudgetEnvelopes.setOnTransactionUpdateListener(MainActivity)""},{""tag"":""name_id"",""value"":""com.marcuscalidus.budgetenvelopes.BudgetEnvelopes.setOnTransactionUpdateListener(com.marcuscalidus.b.9c0a9e731ff32b67ac782b9db605ac74""}]},{""level"":0,""filename"":""budgetEnvelopes/src/main/java/com/marcuscalidus/budgetenvelopes/MainActivity.java"",""line_number"":209,""description"":""Skipped call: function or method not found"",""node_tags"":[]},{""level"":0,""filename"":""budgetEnvelopes/src/main/java/com/marcuscalidus/budgetenvelopes/MainActivity.java"",""line_number"":210,""description"":""return from a call to void MainActivity.onResume()"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_end""},{""tag"":""name"",""value"":""void MainActivity.onResume()""},{""tag"":""name_id"",""value"":""com.marcuscalidus.budgetenvelopes.MainActivity.onResume():void.345e78ce1dddf64260233600684f5681""}]}]}","493786131","<qualifier_tags></qualifier_tags>","932641209","3","false",""
PROVER,ERROR,RESOURCE_LEAK," resource of type `android.database.sqlite.SQLiteCursor` acquired to `c` by call to `rawQuery(...)` at line 134 is not released after line 141",HIGH,141,"void BaseDataObject.createFieldsInDb(SQLiteDatabase)","com.marcuscalidus.budgetenvelopes.dataobjects.BaseDataObject.createFieldsInDb(android.database.sqlit.7251d63e7bdecb0fb4e0b70f7fca04f9",budgetEnvelopes/src/main/java/com/marcuscalidus/budgetenvelopes/dataobjects/BaseDataObject.java,"{""trace"":[{""level"":0,""filename"":""budgetEnvelopes/src/main/java/com/marcuscalidus/budgetenvelopes/dataobjects/BaseDataObject.java"",""line_number"":133,""description"":""start of procedure createFieldsInDb(...)"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_start""},{""tag"":""name"",""value"":""void BaseDataObject.createFieldsInDb(SQLiteDatabase)""},{""tag"":""name_id"",""value"":""com.marcuscalidus.budgetenvelopes.dataobjects.BaseDataObject.createFieldsInDb(android.database.sqlit.7251d63e7bdecb0fb4e0b70f7fca04f9""}]},{""level"":0,""filename"":""budgetEnvelopes/src/main/java/com/marcuscalidus/budgetenvelopes/dataobjects/BaseDataObject.java"",""line_number"":134,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""budgetEnvelopes/src/main/java/com/marcuscalidus/budgetenvelopes/dataobjects/BaseDataObject.java"",""line_number"":136,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""budgetEnvelopes/src/main/java/com/marcuscalidus/budgetenvelopes/dataobjects/BaseDataObject.java"",""line_number"":137,""description"":""Skipped call: function or method not found"",""node_tags"":[]},{""level"":0,""filename"":""budgetEnvelopes/src/main/java/com/marcuscalidus/budgetenvelopes/dataobjects/BaseDataObject.java"",""line_number"":138,""description"":""Skipped call: function or method not found"",""node_tags"":[]},{""level"":0,""filename"":""budgetEnvelopes/src/main/java/com/marcuscalidus/budgetenvelopes/dataobjects/BaseDataObject.java"",""line_number"":139,""description"":""Skipped call: function or method not found"",""node_tags"":[]},{""level"":0,""filename"":""budgetEnvelopes/src/main/java/com/marcuscalidus/budgetenvelopes/dataobjects/BaseDataObject.java"",""line_number"":141,""description"":""Taking false branch"",""node_tags"":[{""tag"":""kind"",""value"":""condition""},{""tag"":""branch"",""value"":""false""}]}]}","305795721","<qualifier_tags><line>141</line><call_procedure>rawQuery(...)</call_procedure><call_line>134</call_line><value>c</value></qualifier_tags>","852727890","4","false",""
PROVER,ERROR,RESOURCE_LEAK," resource of type `android.database.sqlite.SQLiteCursor` acquired to `c` by call to `rawQuery(...)` at line 134 is not released after line 144",HIGH,144,"void BaseDataObject.createFieldsInDb(SQLiteDatabase)","com.marcuscalidus.budgetenvelopes.dataobjects.BaseDataObject.createFieldsInDb(android.database.sqlit.7251d63e7bdecb0fb4e0b70f7fca04f9",budgetEnvelopes/src/main/java/com/marcuscalidus/budgetenvelopes/dataobjects/BaseDataObject.java,"{""trace"":[{""level"":0,""filename"":""budgetEnvelopes/src/main/java/com/marcuscalidus/budgetenvelopes/dataobjects/BaseDataObject.java"",""line_number"":133,""description"":""start of procedure createFieldsInDb(...)"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_start""},{""tag"":""name"",""value"":""void BaseDataObject.createFieldsInDb(SQLiteDatabase)""},{""tag"":""name_id"",""value"":""com.marcuscalidus.budgetenvelopes.dataobjects.BaseDataObject.createFieldsInDb(android.database.sqlit.7251d63e7bdecb0fb4e0b70f7fca04f9""}]},{""level"":0,""filename"":""budgetEnvelopes/src/main/java/com/marcuscalidus/budgetenvelopes/dataobjects/BaseDataObject.java"",""line_number"":134,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""budgetEnvelopes/src/main/java/com/marcuscalidus/budgetenvelopes/dataobjects/BaseDataObject.java"",""line_number"":136,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""budgetEnvelopes/src/main/java/com/marcuscalidus/budgetenvelopes/dataobjects/BaseDataObject.java"",""line_number"":137,""description"":""Skipped call: function or method not found"",""node_tags"":[]},{""level"":0,""filename"":""budgetEnvelopes/src/main/java/com/marcuscalidus/budgetenvelopes/dataobjects/BaseDataObject.java"",""line_number"":138,""description"":""Skipped call: function or method not found"",""node_tags"":[]},{""level"":0,""filename"":""budgetEnvelopes/src/main/java/com/marcuscalidus/budgetenvelopes/dataobjects/BaseDataObject.java"",""line_number"":139,""description"":""Skipped call: function or method not found"",""node_tags"":[]},{""level"":0,""filename"":""budgetEnvelopes/src/main/java/com/marcuscalidus/budgetenvelopes/dataobjects/BaseDataObject.java"",""line_number"":141,""description"":""Taking true branch"",""node_tags"":[{""tag"":""kind"",""value"":""condition""},{""tag"":""branch"",""value"":""true""}]},{""level"":0,""filename"":""budgetEnvelopes/src/main/java/com/marcuscalidus/budgetenvelopes/dataobjects/BaseDataObject.java"",""line_number"":143,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""budgetEnvelopes/src/main/java/com/marcuscalidus/budgetenvelopes/dataobjects/BaseDataObject.java"",""line_number"":144,""description"":""Taking true branch"",""node_tags"":[{""tag"":""kind"",""value"":""condition""},{""tag"":""branch"",""value"":""true""}]}]}","251391370","<qualifier_tags><line>144</line><call_procedure>rawQuery(...)</call_procedure><call_line>134</call_line><value>c</value></qualifier_tags>","1061188877","5","false",""
PROVER,ERROR,RESOURCE_LEAK," resource of type `android.database.sqlite.SQLiteCursor` acquired to `c` by call to `rawQuery(...)` at line 257 is not released after line 260",HIGH,260,"List EnvelopeDataObject.getAllEnvelopes(Context,SQLiteDatabase,boolean,boolean)","com.marcuscalidus.budgetenvelopes.dataobjects.EnvelopeDataObject.getAllEnvelopes(android.content.Con.ae490fbbaef971119fefd9012f9f31ff",budgetEnvelopes/src/main/java/com/marcuscalidus/budgetenvelopes/dataobjects/EnvelopeDataObject.java,"{""trace"":[{""level"":0,""filename"":""budgetEnvelopes/src/main/java/com/marcuscalidus/budgetenvelopes/dataobjects/EnvelopeDataObject.java"",""line_number"":248,""description"":""start of procedure getAllEnvelopes(...)"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_start""},{""tag"":""name"",""value"":""List EnvelopeDataObject.getAllEnvelopes(Context,SQLiteDatabase,boolean,boolean)""},{""tag"":""name_id"",""value"":""com.marcuscalidus.budgetenvelopes.dataobjects.EnvelopeDataObject.getAllEnvelopes(android.content.Con.ae490fbbaef971119fefd9012f9f31ff""}]},{""level"":0,""filename"":""budgetEnvelopes/src/main/java/com/marcuscalidus/budgetenvelopes/dataobjects/EnvelopeDataObject.java"",""line_number"":249,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""budgetEnvelopes/src/main/java/com/marcuscalidus/budgetenvelopes/dataobjects/EnvelopeDataObject.java"",""line_number"":251,""description"":""Taking false branch"",""node_tags"":[{""tag"":""kind"",""value"":""condition""},{""tag"":""branch"",""value"":""false""}]},{""level"":0,""filename"":""budgetEnvelopes/src/main/java/com/marcuscalidus/budgetenvelopes/dataobjects/EnvelopeDataObject.java"",""line_number"":254,""description"":"""",""node_tags"":[]},{""level"":1,""filename"":""budgetEnvelopes/src/main/java/com/marcuscalidus/budgetenvelopes/dataobjects/BaseDataObject.java"",""line_number"":100,""description"":""start of procedure castUUIDAsHexString(...)"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_start""},{""tag"":""name"",""value"":""String BaseDataObject.castUUIDAsHexString(UUID)""},{""tag"":""name_id"",""value"":""com.marcuscalidus.budgetenvelopes.dataobjects.BaseDataObject.castUUIDAsHexString(java.util.UUID):jav.d87b0a38fc7789008b36935f42d1c708""}]},{""level"":1,""filename"":""budgetEnvelopes/src/main/java/com/marcuscalidus/budgetenvelopes/dataobjects/BaseDataObject.java"",""line_number"":101,""description"":""Taking true branch"",""node_tags"":[{""tag"":""kind"",""value"":""condition""},{""tag"":""branch"",""value"":""true""}]},{""level"":1,""filename"":""budgetEnvelopes/src/main/java/com/marcuscalidus/budgetenvelopes/dataobjects/BaseDataObject.java"",""line_number"":102,""description"":"""",""node_tags"":[]},{""level"":1,""filename"":""budgetEnvelopes/src/main/java/com/marcuscalidus/budgetenvelopes/dataobjects/BaseDataObject.java"",""line_number"":104,""description"":""return from a call to String BaseDataObject.castUUIDAsHexString(UUID)"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_end""},{""tag"":""name"",""value"":""String BaseDataObject.castUUIDAsHexString(UUID)""},{""tag"":""name_id"",""value"":""com.marcuscalidus.budgetenvelopes.dataobjects.BaseDataObject.castUUIDAsHexString(java.util.UUID):jav.d87b0a38fc7789008b36935f42d1c708""}]},{""level"":0,""filename"":""budgetEnvelopes/src/main/java/com/marcuscalidus/budgetenvelopes/dataobjects/EnvelopeDataObject.java"",""line_number"":254,""description"":""Skipped call: function or method not found"",""node_tags"":[]},{""level"":0,""filename"":""budgetEnvelopes/src/main/java/com/marcuscalidus/budgetenvelopes/dataobjects/EnvelopeDataObject.java"",""line_number"":257,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""budgetEnvelopes/src/main/java/com/marcuscalidus/budgetenvelopes/dataobjects/EnvelopeDataObject.java"",""line_number"":260,""description"":""Taking false branch"",""node_tags"":[{""tag"":""kind"",""value"":""condition""},{""tag"":""branch"",""value"":""false""}]}]}","464299842","<qualifier_tags><line>260</line><call_procedure>rawQuery(...)</call_procedure><call_line>257</call_line><value>c</value></qualifier_tags>","75338430","6","false",""
